run_id,mutation_scalar,use_ecm,valley_reaper,valley_capacity,slots_per_peak,seed,generations_run,final_peaks_colonized,time_to_blanket,per_peak_convergence,colonization_source,occupancy_distribution,extinction_gen,pre_extinction_peaks_colonized
s1.0_ecm0_top_fitness_vc200_sl10_02,1.0,0,top_fitness,200,10,31739773,500,0,,{},{},"{""3"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""2"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_03,1.0,0,top_fitness,200,10,1859246334,500,0,,{},{},"{""3"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""2"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_01,1.0,0,top_fitness,200,10,1452574005,500,1,,"{""0"": 429}","{""0"": ""in_situ""}","{""3"": 10, ""4"": 10, ""2"": 10, ""1"": 10, ""0"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_00,1.0,0,top_fitness,200,10,2798237039,500,0,,{},{},"{""3"": 10, ""0"": 10, ""1"": 10, ""2"": 10, ""4"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_04,1.0,0,top_fitness,200,10,1185278457,500,0,,{},{},"{""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10, ""4"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_05,1.0,0,top_fitness,200,10,2568755484,500,0,,{},{},"{""0"": 10, ""3"": 10, ""1"": 10, ""4"": 10, ""2"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_06,1.0,0,top_fitness,200,10,393423154,500,1,,"{""3"": 494}","{""3"": ""valley""}","{""3"": 10, ""0"": 10, ""4"": 10, ""2"": 10, ""1"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_03,1.0,1,top_fitness,200,10,3347769623,500,1,,"{""3"": 413}","{""3"": ""in_situ""}","{""3"": 10, ""1"": 10, ""4"": 10, ""2"": 10, ""0"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_01,1.0,1,top_fitness,200,10,2054898212,500,1,,"{""0"": 244}","{""0"": ""valley""}","{""3"": 10, ""2"": 10, ""4"": 10, ""1"": 10, ""0"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_04,1.0,1,top_fitness,200,10,791103370,500,1,,"{""3"": 150}","{""3"": ""valley""}","{""3"": 10, ""2"": 10, ""0"": 10, ""1"": 10, ""4"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_02,1.0,1,top_fitness,200,10,2630884489,500,0,,{},{},"{""3"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""2"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_07,1.0,0,top_fitness,200,10,2192311881,500,1,,"{""3"": 172}","{""3"": ""valley""}","{""3"": 10, ""2"": 10, ""4"": 10, ""1"": 10, ""0"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_00,1.0,1,top_fitness,200,10,1539021094,500,1,,"{""0"": 205}","{""0"": ""in_situ""}","{""0"": 10, ""1"": 10, ""2"": 10, ""4"": 10, ""3"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_08,1.0,0,top_fitness,200,10,346485725,500,0,,{},{},"{""0"": 10, ""1"": 10, ""2"": 10, ""4"": 10, ""3"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_09,1.0,0,top_fitness,200,10,1103451904,500,1,,"{""3"": 270}","{""3"": ""valley""}","{""0"": 10, ""3"": 10, ""4"": 10, ""1"": 10, ""2"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_05,1.0,1,top_fitness,200,10,3803136540,500,1,,"{""0"": 220}","{""0"": ""in_situ""}","{""3"": 10, ""4"": 10, ""2"": 10, ""1"": 10, ""0"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_10,1.0,0,top_fitness,200,10,827647212,500,1,,"{""0"": 468}","{""0"": ""valley""}","{""3"": 10, ""2"": 10, ""4"": 10, ""1"": 10, ""0"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_11,1.0,0,top_fitness,200,10,3838297667,500,0,,{},{},"{""3"": 10, ""1"": 10, ""0"": 10, ""2"": 10, ""4"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_06,1.0,1,top_fitness,200,10,2067144928,500,1,,"{""0"": 251}","{""0"": ""valley""}","{""3"": 10, ""1"": 10, ""0"": 10, ""4"": 10, ""2"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_12,1.0,0,top_fitness,200,10,3362797139,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_07,1.0,1,top_fitness,200,10,867427826,500,1,,"{""0"": 260}","{""0"": ""valley""}","{""3"": 10, ""0"": 10, ""2"": 10, ""4"": 10, ""1"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_13,1.0,0,top_fitness,200,10,612155240,500,1,,"{""0"": 355}","{""0"": ""valley""}","{""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10, ""4"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_08,1.0,1,top_fitness,200,10,3705529109,500,1,,"{""3"": 336}","{""3"": ""valley""}","{""0"": 10, ""1"": 10, ""2"": 10, ""4"": 10, ""3"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_14,1.0,0,top_fitness,200,10,199369372,500,1,,"{""3"": 247}","{""3"": ""valley""}","{""0"": 10, ""3"": 10, ""4"": 10, ""2"": 10, ""1"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_15,1.0,0,top_fitness,200,10,1524424374,500,0,,{},{},"{""3"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""2"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_09,1.0,1,top_fitness,200,10,1531513205,500,1,,"{""0"": 205}","{""0"": ""valley""}","{""3"": 10, ""1"": 10, ""2"": 10, ""0"": 10, ""4"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_16,1.0,0,top_fitness,200,10,2352530293,500,1,,"{""0"": 435}","{""0"": ""valley""}","{""1"": 10, ""4"": 10, ""2"": 10, ""0"": 10, ""3"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_11,1.0,1,top_fitness,200,10,2394270540,500,1,,"{""0"": 233}","{""0"": ""valley""}","{""1"": 10, ""2"": 10, ""0"": 10, ""3"": 10, ""4"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_10,1.0,1,top_fitness,200,10,4044639482,500,1,,"{""0"": 225}","{""0"": ""valley""}","{""3"": 10, ""4"": 10, ""0"": 10, ""2"": 10, ""1"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_17,1.0,0,top_fitness,200,10,1252102648,500,1,,"{""0"": 314}","{""0"": ""in_situ""}","{""3"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""2"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_12,1.0,1,top_fitness,200,10,2443967394,500,1,,"{""3"": 326}","{""3"": ""valley""}","{""3"": 10, ""4"": 10, ""0"": 10, ""2"": 10, ""1"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_14,1.0,1,top_fitness,200,10,816267067,500,0,,{},{},"{""1"": 10, ""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_18,1.0,0,top_fitness,200,10,2435340472,500,1,,"{""0"": 304}","{""0"": ""valley""}","{""3"": 10, ""4"": 10, ""2"": 10, ""1"": 10, ""0"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_13,1.0,1,top_fitness,200,10,2105060248,500,1,,"{""3"": 338}","{""3"": ""in_situ""}","{""0"": 10, ""2"": 10, ""1"": 10, ""4"": 10, ""3"": 10}",,
s1.0_ecm0_top_fitness_vc200_sl10_19,1.0,0,top_fitness,200,10,1534292923,500,1,,"{""0"": 391}","{""0"": ""valley""}","{""3"": 10, ""0"": 10, ""1"": 10, ""2"": 10, ""4"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_15,1.0,1,top_fitness,200,10,1184671185,500,1,,"{""0"": 247}","{""0"": ""in_situ""}","{""3"": 10, ""2"": 10, ""1"": 10, ""4"": 10, ""0"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_16,1.0,1,top_fitness,200,10,3847267777,500,0,,{},{},"{""1"": 10, ""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_17,1.0,1,top_fitness,200,10,1590391860,500,2,,"{""0"": 180, ""3"": 425}","{""0"": ""in_situ"", ""3"": ""in_situ""}","{""3"": 10, ""4"": 10, ""0"": 10, ""2"": 10, ""1"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_18,1.0,1,top_fitness,200,10,947773996,500,1,,"{""3"": 151}","{""3"": ""valley""}","{""3"": 10, ""2"": 10, ""1"": 10, ""0"": 10, ""4"": 10}",,
s1.0_ecm1_top_fitness_vc200_sl10_19,1.0,1,top_fitness,200,10,2123702648,500,0,,{},{},"{""3"": 10, ""4"": 10, ""1"": 10, ""2"": 10, ""0"": 10}",,
s0.5_ecm0_top_fitness_vc200_sl10_00,0.5,0,top_fitness,200,10,1654239700,500,0,,{},{},"{""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10, ""4"": 10}",,
s0.5_ecm0_top_fitness_vc200_sl10_01,0.5,0,top_fitness,200,10,519564556,500,1,,"{""0"": 200}","{""0"": ""valley""}","{""3"": 10, ""1"": 10, ""4"": 10, ""2"": 10, ""0"": 10}",,
s0.5_ecm0_top_fitness_vc200_sl10_03,0.5,0,top_fitness,200,10,3746591540,500,1,,"{""0"": 225}","{""0"": ""in_situ""}","{""3"": 10, ""1"": 10, ""2"": 10, ""0"": 10, ""4"": 10}",,
s0.5_ecm0_top_fitness_vc200_sl10_02,0.5,0,top_fitness,200,10,3363640312,500,1,,"{""0"": 245}","{""0"": ""valley""}","{""4"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""0"": 10}",,
s0.5_ecm0_top_fitness_vc200_sl10_04,0.5,0,top_fitness,200,10,597154218,500,0,,{},{},"{""3"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""2"": 10}",,
